,title,artist,top genre,year,added,bpm,Energy,Dance,dB,live,val,dur,acous,spch,pop
881,Strange Clouds (feat. Lil Wayne),B.o.B,atl hip hop,2011,2023‑04‑30,74,67,53,-7,13,80,226,6,29,59
882,7 Minutes,Dean Lewis,australian pop,2019,2023‑04‑30,105,74,61,-6,15,71,211,53,3,59
883,Lonely,Akon,dance pop,2006,2023‑04‑30,90,53,62,-8,13,60,236,31,4,59
884,This Town,Niall Horan,pop,2016,2023‑04‑30,112,41,68,-8,12,20,233,70,3,59
885,Best Day Ever,Mac Miller,hip hop,2016,2023‑04‑30,175,57,22,-5,22,7,159,4,5,59
886,Le Cygne,Camille Saint-Saëns,classical,2012,2023‑04‑30,94,6,12,-27,15,4,215,98,4,59
887,The Imitation Game,Alexandre Desplat,french soundtrack,2014,2023‑04‑30,104,31,32,-14,11,6,157,44,3,59
888,Broken Bones,Anti-Flag,punk,2012,2023‑04‑30,105,98,32,-4,21,43,181,0,10,59
889,All My Friends Are Nobodies,zebrahead,funk metal,2019,2023‑04‑30,108,97,55,-3,20,61,183,0,7,59
890,Rock N Roll,Scorey,upstate ny rap,2021,2023‑04‑30,156,67,69,-6,16,53,112,9,14,59
891,Holiday / Boulevard of Broken Dreams,Green Day,modern rock,2004,2023‑04‑30,167,83,29,-3,30,45,493,0,4,59
892,A Fragment of My Soul,Invadable Harmony,anime score,2021,2023‑04‑30,130,3,62,-24,9,7,127,100,4,59
893,ALIEN LOVE CALL,Turnstile,hardcore punk,2021,2023‑04‑30,126,40,55,-9,18,7,176,0,3,58
894,The Tourist,Radiohead,alternative rock,1997,2023‑04‑30,114,30,24,-9,11,4,327,22,3,58
895,Electioneering,Radiohead,alternative rock,1997,2023‑04‑30,79,89,20,-5,29,33,231,0,7,58
896,Waking Up In Vegas,Katy Perry,pop,2008,2023‑04‑30,131,88,52,-3,10,59,199,0,3,58
897,BLUE,Tiësto,big room,2019,2023‑04‑30,118,73,74,-6,21,90,168,2,3,58
898,Games Continued (feat. Marie Plassard) - Radio Edit,Bakermat,minimal tech house,2016,2023‑04‑30,127,62,66,-7,32,23,204,4,3,58
899,House Arrest,Sofi Tukker,edm,2020,2023‑04‑30,124,82,65,-6,8,56,216,2,3,58
900,Save Me,LISTENBEE,tropical house,2015,2023‑04‑30,122,65,75,-8,12,64,212,2,3,58
901,Alone in Kyoto,Air,ambient pop,2004,2023‑04‑30,180,37,53,-16,14,8,291,96,7,58
902,Flim,Aphex Twin,ambient,1997,2023‑04‑30,148,73,71,-15,7,40,177,51,5,58
903,I'm Not Ok,Weathers,pov: indie,2018,2023‑04‑30,178,96,40,-3,24,54,181,1,6,58
904,Lev nu dö sen,Miss Li,classic swedish pop,2019,2023‑04‑30,88,64,45,-7,8,51,183,4,12,58
905,Good Life (with G-Eazy & Kehlani),G-Eazy,indie pop rap,2017,2023‑04‑30,168,77,56,-5,6,57,226,0,21,58
906,Jubel,Klingande,deep house,2014,2023‑04‑30,125,48,70,-7,5,18,284,19,4,58
907,Let the Games Begin,AJR,pov: indie,2015,2023‑04‑30,135,70,66,-5,12,57,201,13,7,58
908,Indian Summer,Jai Wolf,electropop,2015,2023‑04‑30,170,83,44,-3,8,4,248,2,6,58
909,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,ohio hip hop,2017,2023‑04‑30,170,77,52,-7,22,24,200,0,15,58
910,Techno Disco Tool - Radio Edit,Mella Dee,bass house,2017,2023‑04‑30,130,95,77,-6,28,71,194,1,4,58
911,Party Girl (Remix),StaySolidRocky,melodic rap,2020,2023‑04‑30,130,38,75,-10,18,59,148,53,20,58
912,Lift Yourself,Kanye West,chicago rap,2018,2023‑04‑30,98,44,88,-8,12,59,148,1,14,58
913,We Own It (Fast & Furious),2 Chainz,atl hip hop,2013,2023‑04‑30,172,90,55,-5,6,55,228,5,41,58
914,One Day,Matisyahu,reggae fusion,2010,2023‑04‑30,69,61,35,-6,12,24,208,20,15,58
915,Miroirs: III. Une barque sur l'océan,Maurice Ravel,classical,1994,2023‑04‑30,76,5,17,-27,8,3,428,98,4,58
916,Merry-Go-Round of Life (From Howl's Moving Castle Original Soundtrack) - Live (Remastered),Nuvo Orchestra,,2020,2023‑04‑30,116,26,26,-12,19,12,213,96,4,58
917,Broken Bells,Greta Van Fleet,modern blues rock,2021,2023‑04‑30,80,59,44,-5,9,11,351,9,3,58
918,Désolé (feat. Fatoumata Diawara) - Extended Version,Gorillaz,alternative hip hop,2020,2023‑04‑30,136,69,73,-8,7,86,333,34,3,58
919,Desire (feat. She Keeps Bees),Deepend,deep house,2020,2023‑04‑30,120,79,60,-5,26,38,163,1,6,57
920,Sun Came Up,Sofi Tukker,edm,2021,2023‑04‑30,124,63,67,-7,6,39,203,2,3,57
921,She Moves,Alle Farben,deep euro house,2014,2023‑04‑30,117,50,83,-8,10,63,197,29,7,57
922,Don't Leave Me Now,Lost Frequencies,belgian edm,2020,2023‑04‑30,125,75,67,-7,11,72,195,3,3,57
923,Beat Of My Heart,Lost Frequencies,belgian edm,2019,2023‑04‑30,112,52,71,-9,11,30,183,13,3,57
924,Soma,The Strokes,alternative rock,2001,2023‑04‑30,149,71,50,-7,8,48,154,7,3,57
925,See Nobody,Wes Nelson,afroswing,2020,2023‑04‑30,105,66,83,-5,15,63,204,9,10,57
926,Get Free,Major Lazer,dance pop,2013,2023‑04‑30,88,66,61,-7,13,77,290,10,5,57
927,Bitch Lasagna,Party in Backyard,social media pop,2018,2023‑04‑30,150,79,80,-5,11,54,134,1,26,57
928,Forgive Me Friend (feat. Swedish Jam Factory),Smith & Thell,swedish pop,2018,2023‑04‑30,128,81,59,-6,20,62,216,0,3,57
929,Cake - Challenge Version,Flo Rida,dance pop,2016,2023‑04‑30,105,85,79,-4,18,69,157,7,5,57
930,Still - Recorded at Spotify Studios Stockholm,Hov1,fotbollslatar,2018,2023‑04‑30,102,77,61,-6,13,45,218,42,6,57
931,"Circle of Life - From ""The Lion King"" Soundtrack",Carmen Twillie,movie tunes,1994,2023‑04‑30,83,59,32,-8,32,56,238,3,5,57
932,Be Your Friend‬‬,Vigiland,deep pop edm,2018,2023‑04‑30,128,75,60,-4,15,64,181,7,5,57
933,Me Equivoqué,CD9,latin arena pop,2014,2023‑04‑30,118,88,74,-4,12,55,219,0,5,57
934,Something About You - ODESZA Remix,Hayden James,aussietronica,2015,2023‑04‑30,105,67,71,-8,14,10,344,2,4,57
935,Little Talks,Of Monsters and Men,folk-pop,2012,2023‑04‑30,103,76,45,-5,15,42,267,2,3,57
936,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,edm,2017,2023‑04‑30,180,83,52,-4,13,30,194,5,6,57
937,Mammoth,Dimitri Vegas & Like Mike,belgian dance,2013,2023‑04‑30,128,85,65,-6,36,47,332,0,26,57
938,Gnarly (feat. Lil Pump),Kodak Black,florida drill,2018,2023‑04‑30,145,78,76,-4,12,51,186,47,8,57
939,Famous (feat. Reginae Carter),Lil Wayne,hip hop,2018,2023‑04‑30,150,57,62,-6,25,12,242,3,14,57
940,Tårarna i halsen,Tjuvjakt,swedish hip hop,2017,2023‑04‑30,80,54,76,-6,7,69,255,46,20,57
941,Stay,Cheat Codes,edm,2020,2023‑04‑30,92,78,63,-5,23,45,194,4,4,57
942,superstars,Christian French,alt z,2018,2023‑04‑30,205,61,31,-6,9,36,200,6,5,57
943,love ride,Christian French,alt z,2017,2023‑04‑30,82,58,55,-8,12,48,234,21,8,57
944,Tough (feat. Noah Kahan),Quinn XCII,indie pop rap,2018,2023‑04‑30,93,57,73,-7,11,69,178,39,6,57
945,High (feat. Elton John),Young Thug,atl hip hop,2018,2023‑04‑30,127,50,76,-11,41,24,195,22,8,57
946,"Serenade, D. 957, No. 4",Franz Schubert,classical,1961,2023‑04‑30,91,4,11,-25,10,4,263,95,4,57
947,Heat Above,Greta Van Fleet,modern blues rock,2021,2023‑04‑30,139,85,34,-4,15,24,341,1,5,57
948,San Francisco (Be Sure to Wear Some Flowers In Your Hair),Scott McKenzie,,1967,2023‑04‑30,112,67,50,-6,22,48,179,5,3,57
949,Time To Say Goodbye,Sarah Brightman,operatic pop,2020,2023‑04‑30,106,48,24,-7,10,39,246,88,3,57
950,Pas vraiment,Stromae,belgian pop,2022,2023‑04‑30,87,50,58,-9,34,51,163,24,33,57
951,NOBODYNOONE - BLVTH ON SP33D REMIX,BLVTH,german cloud rap,2022,2023‑04‑30,135,96,63,-6,35,14,118,36,42,57
952,DON'T PLAY,Turnstile,hardcore punk,2021,2023‑04‑30,118,95,54,-4,20,64,133,0,6,56
953,Fading,Alle Farben,deep euro house,2018,2023‑04‑30,122,76,73,-5,13,69,207,2,4,56
954,Halcyon Birds,Broken Back,new french touch,2015,2023‑04‑30,120,65,72,-9,26,72,274,19,4,56
955,2 Gone,CVBZ,,2018,2023‑04‑30,100,87,70,-3,27,66,190,14,24,56
956,Deliverance,Bubba Sparxxx,atl hip hop,2003,2023‑04‑30,93,81,46,-7,6,70,307,22,24,56
957,By Myself,Christian French,alt z,2017,2023‑04‑30,130,55,69,-7,65,70,185,36,7,56
958,Love on Me,Galantis,dance pop,2016,2023‑04‑30,124,91,56,-2,14,67,206,11,8,56
959,Seesaw,Ummet Ozcan,big room,2020,2023‑04‑30,109,88,65,-8,18,15,178,4,7,56
960,They Call Me Tiago (Her Name Is Margo),Tiagz,ottawa rap,2020,2023‑04‑30,101,58,88,-8,10,15,154,20,7,56
961,Plus tard,Bigflo & Oli,francoton,2018,2023‑04‑30,101,63,87,-7,26,52,204,75,13,56
962,OOOUUU,Young M.A,alternative r&b,2016,2023‑04‑30,166,82,64,-4,16,62,235,53,46,56
963,TIC TOC,6ix9ine,emo rap,2018,2023‑04‑30,142,69,82,-7,34,68,136,1,7,56
964,Opposite of Adults,Chiddy Bang,indie pop rap,2010,2023‑04‑30,96,90,67,-5,33,60,192,1,19,56
965,tystnar i luren,Miriam Bryant,classic swedish pop,2021,2023‑04‑30,184,62,46,-7,45,70,194,55,15,56
966,"Rosa himmel (From the series (""Quicksand"")",Molly Sandén,swedish idol pop,2019,2023‑04‑30,142,10,48,-12,10,24,191,98,4,56
967,The Sidewinder Sleeps Tonite,R.E.M.,alternative rock,1992,2023‑04‑30,123,84,65,-6,32,78,249,6,3,56
968,I'm Not Alright,Loud Luxury,edm,2019,2023‑04‑30,122,86,88,-4,38,70,188,8,5,56
969,Playlist,Kid Quill,indiana hip hop,2017,2023‑04‑30,174,70,75,-6,5,89,199,12,25,56
970,FFYL,Quinn XCII,indie pop rap,2015,2023‑04‑30,120,76,72,-5,12,59,227,23,5,56
971,Because This Must Be,Nils Frahm,compositional ambient,2021,2023‑04‑30,133,6,19,-30,12,9,166,99,4,56
972,Tears of Rain,Greta Van Fleet,modern blues rock,2021,2023‑04‑30,131,56,40,-5,11,13,230,9,4,56
973,Fitter Happier,Radiohead,alternative rock,1997,2023‑04‑30,124,39,43,-15,16,74,117,81,24,55
974,Melody,Lost Frequencies,belgian edm,2019,2023‑04‑30,120,66,67,-8,46,37,149,13,5,55
975,Pumpin Blood - Franne Remix,NONONO,shimmer pop,2015,2023‑04‑30,119,62,82,-7,10,14,360,23,4,55
976,Cold Feet,Loud Luxury,edm,2020,2023‑04‑30,122,66,72,-6,9,24,182,1,4,55
977,The Truth,Kygo,edm,2020,2023‑04‑30,110,54,63,-7,19,32,194,17,6,55
978,Reality,Lost Frequencies,belgian edm,2016,2023‑04‑30,122,64,73,-7,8,53,158,2,4,55
979,Hold On (feat. Cheat Codes) - Radio Edit,MOGUAI,dutch house,2015,2023‑04‑30,125,79,61,-6,10,55,179,19,7,55
980,Emerald and Stone,Brian Eno,abstract,2010,2023‑04‑30,179,4,22,-25,8,4,132,99,6,55
981,"Phone Call - From ""Eternal Sunshine of the Spotless Mind""/Score",Jon Brion,soundtrack,2004,2023‑04‑30,126,38,50,-20,11,55,63,98,5,55
982,Barely Legal,The Strokes,alternative rock,2001,2023‑04‑30,158,88,42,-6,9,85,235,0,4,55
983,When I Grow Up (feat. Wiz Khalifa),Dimitri Vegas & Like Mike,belgian dance,2018,2023‑04‑30,81,66,64,-5,11,16,196,3,5,55
984,Could You Love Me,Kygo,edm,2020,2023‑04‑30,100,74,69,-7,9,68,202,16,4,55
985,Wish I Never Met You,Loote,alt z,2018,2023‑04‑30,166,69,62,-5,8,71,205,8,22,55
986,OutRight,Wild Party,indie rockism,2014,2023‑04‑30,148,82,55,-5,5,57,162,0,6,55
987,Autopilot,Quinn XCII,indie pop rap,2019,2023‑04‑30,95,62,81,-7,13,90,182,19,9,55
988,Forever Young,John De Sohn,pop dance,2018,2023‑04‑30,122,62,65,-6,11,59,168,18,3,55
989,What Do You Love,Seeb,pop dance,2016,2023‑04‑30,96,92,55,-3,36,35,212,15,7,55
990,It's a Heartache,Bonnie Tyler,europop,2005,2023‑04‑30,117,87,55,-4,12,50,199,3,3,55
991,Unity,Dimitri Vegas & Like Mike,belgian dance,2018,2023‑04‑30,130,91,65,-5,29,19,234,2,4,55
992,Booty Bounce - Radio Edit,Tujamo,dutch house,2015,2023‑04‑30,128,98,66,-3,6,56,201,3,4,55
993,No Faith in Brooklyn (feat. Jhameel),Hoodie Allen,indie pop rap,2012,2023‑04‑30,92,81,70,-5,27,40,201,1,3,55
994,Far Alone (feat. E-40 & Jay Ant),G-Eazy,indie pop rap,2014,2023‑04‑30,98,67,72,-8,22,32,268,7,7,55
995,U & Us,Quinn XCII,indie pop rap,2019,2023‑04‑30,130,73,60,-8,19,26,226,9,4,55
996,Mer för varandra,Norlie & KKV,swedish idol pop,2018,2023‑04‑30,86,66,67,-8,11,54,206,45,10,55
997,Good Time,Ocean Park Standoff,la pop,2019,2023‑04‑30,145,62,71,-6,35,91,173,1,13,55
998,Mess,Lil Wayne,hip hop,2018,2023‑04‑30,146,58,64,-8,21,42,212,48,9,55
999,Forever Young,Lil Yachty,atl hip hop,2017,2023‑04‑30,138,62,69,-8,17,72,178,55,4,55
1000,"Waltz in A Minor, Op. Posth., B. 150",Frédéric Chopin,classical,2018,2023‑04‑30,74,5,46,-28,6,12,149,99,6,55
1001,Reflection,Riordan,,2023,2023‑04‑30,128,96,77,-6,7,76,187,4,5,55
1002,Your Precious Love,Marvin Gaye,classic soul,1967,2023‑04‑30,203,27,43,-15,9,66,187,25,4,54
1003,T.L.C. (TURNSTILE LOVE CONNECTION),Turnstile,hardcore punk,2021,2023‑04‑30,130,96,42,-6,9,32,103,1,11,54
1004,FLY AGAIN,Turnstile,hardcore punk,2021,2023‑04‑30,81,87,36,-5,15,49,152,0,6,54
1005,You Don't Know Me,Ofenbach,pop dance,2015,2023‑04‑30,125,80,82,-7,14,82,148,17,4,54
1006,Amor en la Playa,Dr. Stev,guaracha,2019,2023‑04‑30,128,57,81,-13,22,22,235,7,4,54
1007,Sonnentanz - Sun Don't Shine,Klangkarussell,austrian pop,2013,2023‑04‑30,120,54,59,-8,11,17,236,11,9,54
1008,Dreamer - Matisse & Sadko Remix,Axwell /\ Ingrosso,edm,2018,2023‑04‑30,126,88,51,-4,14,25,251,3,4,54
1009,Young Souls,Broken Back,new french touch,2015,2023‑04‑30,100,61,70,-10,14,46,219,42,4,54
1010,Rivers,Thomas Jack,deep house,2015,2023‑04‑30,122,81,57,-6,13,47,208,15,6,54
1011,Sonnenkind - MÖWE Remix,MÖWE,deep tropical house,2013,2023‑04‑30,124,76,84,-9,7,79,383,26,5,54
1012,The Modern Age,The Strokes,alternative rock,2001,2023‑04‑30,146,89,53,-6,15,90,208,1,3,54
1013,Big Girl (You Are Beautiful),MIKA,,2007,2023‑04‑30,116,75,80,-6,22,84,248,3,8,54
1014,May I Have This Dance (Remix) [feat. Chance the Rapper],Francis and the Lights,chicago rap,2017,2023‑04‑30,90,44,78,-9,9,87,195,46,6,54
1015,Smoke Clears,Andy Grammer,neo mellow,2017,2023‑04‑30,100,81,60,-4,11,48,178,41,5,54
1016,Pretender,Steve Aoki,edm,2018,2023‑04‑30,103,78,64,-4,23,29,189,2,7,54
1017,Until You Were Gone,The Chainsmokers,electropop,2015,2023‑04‑30,128,70,58,-5,13,32,216,5,5,54
1018,Netflix Trip,AJR,pov: indie,2017,2023‑04‑30,95,73,49,-4,16,47,238,4,4,54
1019,Chasin' Honey,Wild Party,indie rockism,2014,2023‑04‑30,176,64,53,-5,10,77,190,2,7,54
1020,Pretty Brown Eyes,Cody Simpson,australian pop,2013,2023‑04‑30,99,74,65,-5,14,76,168,2,4,54
1021,I Don't Wanna Lose Your Love Tonight,The Infield Boys,,2019,2023‑04‑30,130,82,56,-6,11,67,215,22,3,54
1022,Demons - TELYKast Remix,Imagine Dragons,modern rock,2021,2023‑04‑30,124,73,67,-6,27,38,176,6,5,54
1023,Louder - Radio Edit,Dimitri Vegas & Like Mike,belgian dance,2015,2023‑04‑30,128,99,57,-3,21,10,154,0,27,54
1024,Booyah,Showtek,classic hardstyle,2013,2023‑04‑30,128,95,74,-3,6,52,311,1,13,54
1025,Moi c'est,Camélia Jordana,chanson,2010,2023‑04‑30,135,41,86,-10,9,80,171,76,4,54
1026,Katten i trakten,Einár,swedish gangsta rap,2019,2023‑04‑30,80,48,71,-10,13,36,156,50,31,54
1027,Have It All,Jason Mraz,acoustic pop,2018,2023‑04‑30,82,62,64,-5,10,59,226,19,4,54
1028,Det Kommer Bli Bra,Laleh,swedish pop,2020,2023‑04‑30,118,61,80,-6,8,90,231,2,4,54
1029,Auf wiedersehen,Hov1,fotbollslatar,2018,2023‑04‑30,79,78,66,-5,8,59,174,30,26,54
1030,What It Is,KYLE,deep underground hip hop,2020,2023‑04‑30,76,30,84,-7,12,66,143,7,10,54
1031,Full Circle,Quinn XCII,indie pop rap,2015,2023‑04‑30,156,55,71,-8,10,34,219,19,14,54
1032,What You Give,Tesla,album rock,1991,2023‑04‑30,134,58,43,-9,9,37,435,12,3,54
1033,Goodbye to Romance,Ozzy Osbourne,album rock,1980,2023‑04‑30,139,51,46,-7,5,52,336,76,3,54
1034,Sherry,Frankie Valli & The Four Seasons,adult standards,2003,2023‑04‑30,118,48,70,-8,11,73,152,63,4,53
1035,ENDLESS,Turnstile,hardcore punk,2021,2023‑04‑30,129,94,39,-5,34,68,119,0,5,53
1036,Thinking Of You,Katy Perry,pop,2008,2023‑04‑30,147,80,43,-4,33,31,246,0,4,53
1037,Fly Away For A Summer - Deep Chills Remix,Flausen,,2016,2023‑04‑30,118,48,94,-6,12,22,150,50,12,53
1038,Easy to Adore You,Mauve,,2019,2023‑04‑30,117,78,76,-8,10,11,160,29,5,53
1039,Gold - Thomas Jack Radio Edit,Gabriel Rios,belgian pop,2014,2023‑04‑30,103,51,76,-11,27,27,196,17,4,53
1040,Please Tell Rosie,Alle Farben,deep euro house,2016,2023‑04‑30,122,68,72,-8,16,77,173,2,5,53
1041,Tommib,Squarepusher,abstract,2001,2023‑04‑30,90,14,35,-16,9,4,79,95,3,53
1042,"Relax, Take It Easy",MIKA,,2007,2023‑04‑30,122,68,67,-7,10,75,225,5,3,53
1043,One Whole Day (feat. Wiz Khalifa),Dixie,social media pop,2020,2023‑04‑30,81,86,64,-4,29,73,177,4,3,53
1044,Somebody I'm Not,Martin Jensen,danish electronic,2018,2023‑04‑30,100,73,72,-5,32,65,168,15,5,53
1045,Break Up Every Night,The Chainsmokers,electropop,2017,2023‑04‑30,150,81,62,-6,9,53,208,0,4,53
1046,Conversations with my Wife,Jon Bellion,indie pop rap,2018,2023‑04‑30,138,49,50,-7,64,32,206,2,3,53
1047,Winnebago (feat. Quinn XCII & Daniel Wilson),Gryffin,edm,2018,2023‑04‑30,148,89,65,-3,16,70,180,11,4,53
1048,Just Imagine It,MKTO,pop,2015,2023‑04‑30,120,76,70,-4,11,44,251,5,5,53
1049,Rave After Rave,W&W,big room,2015,2023‑04‑30,128,91,64,-3,37,47,162,0,8,53
1050,Wildcard (feat. Sidnie Tipton),KSHMR,big room,2016,2023‑04‑30,128,84,59,-3,15,47,189,10,10,53
1051,Karate,R3HAB,dutch house,2014,2023‑04‑30,128,96,63,-4,68,67,210,0,7,53
1052,Pyramids (feat. Sanjin) - Radio Mix,DVBBS,canadian electronic,2014,2023‑04‑30,128,97,60,-1,9,22,197,0,7,53
1053,We Like to Party - Original Mix,Showtek,classic hardstyle,2013,2023‑04‑30,128,91,59,-5,10,18,281,0,4,53
1054,Hey Julie! (feat. Lil Yachty),KYLE,deep underground hip hop,2019,2023‑04‑30,161,50,80,-6,13,75,157,4,31,53
1055,Guilty Pleasure,Bryce Vine,indie pop rap,2014,2023‑04‑30,150,84,64,-6,11,83,204,0,5,53
1056,I Might Need Security,Chance the Rapper,chicago rap,2018,2023‑04‑30,111,69,51,-6,35,29,241,18,41,53
1057,"Don't Freak Out (feat. iann dior, Tyson Ritter & Travis Barker)",Huddy,melodic rap,2021,2023‑04‑30,194,64,47,-3,10,37,156,20,5,53
1058,Moment of Silence,Lucidious,,2016,2023‑04‑30,130,60,63,-10,10,4,349,39,20,53
1059,Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),Pitbull,dance pop,2012,2023‑04‑30,90,84,46,-4,4,96,196,6,27,53
1060,Enough,Lil Mosey,melodic rap,2021,2023‑04‑30,101,34,74,-11,11,40,160,60,4,53
1061,Famous,French Montana,hip hop,2017,2023‑04‑30,100,60,72,-7,12,57,245,2,16,53
1062,Nuovo Cinema Paradiso,Ennio Morricone,classic soundtrack,1991,2023‑04‑30,127,15,27,-17,12,19,179,99,4,53
1063,Oh Baby,Seizo,deep tropical house,2016,2023‑04‑30,124,80,70,-5,12,39,160,3,3,53
1064,Let’s Go,Matt and Kim,brooklyn indie,2012,2023‑04‑30,112,68,66,-7,12,57,211,39,3,53
1065,NEW HEART DESIGN,Turnstile,hardcore punk,2021,2023‑04‑30,160,81,62,-7,18,88,148,2,4,52
1066,Skinny Dip (Komodo) [feat. Philip Strand],Deepend,deep house,2020,2023‑04‑30,121,79,71,-4,34,60,172,4,7,52
1067,Waiting for the Summer,Deepend,deep house,2017,2023‑04‑30,118,69,74,-6,10,63,168,1,4,52
1068,Daydreamer - Radio Edit,KARLK,new french touch,2017,2023‑04‑30,122,72,95,-7,16,68,185,7,5,52
1069,more than love - Sofi Tukker remix,Trevor Hall,high vibe,2020,2023‑04‑30,120,65,68,-10,38,19,333,19,3,52
1070,Desire,Years & Years,gauze pop,2015,2023‑04‑30,126,78,71,-5,30,64,203,30,6,52
1071,Peacock Tail,Boards of Canada,electronica,2005,2023‑04‑30,171,48,64,-13,8,46,325,17,6,52
1072,Lollipop,MIKA,,2007,2023‑04‑30,96,59,71,-5,11,86,184,3,7,52
1073,2 Heads,Coleman Hell,canadian pop,2015,2023‑04‑30,120,56,73,-9,10,35,214,6,4,52
1074,Sunday Morning (feat. Josie Dunne),Matoma,pop dance,2018,2023‑04‑30,124,72,63,-6,20,41,187,11,5,52
1075,Remember (with ZOHARA),Gryffin,edm,2019,2023‑04‑30,123,90,62,-4,22,50,221,10,6,52
1076,Hand Of God - Outro,Jon Bellion,indie pop rap,2016,2023‑04‑30,154,54,54,-7,12,39,338,30,16,52
1077,Life Must Go On,Quinn XCII,indie pop rap,2019,2023‑04‑30,91,55,72,-6,31,53,186,13,10,52
1078,Wake Me Up,Avicii,edm,2013,2023‑04‑30,124,81,52,-5,12,58,250,0,5,52
1079,Cha Cha Slide - Original Live Platinum Band Mix,DJ Casper,,2004,2023‑04‑30,122,69,98,-6,28,48,387,0,22,52
1080,Mama,Jonas Blue,pop,2017,2023‑04‑30,104,79,74,-4,5,55,182,9,4,52
1081,Monaco,MKTO,pop,2015,2023‑04‑30,99,65,65,-5,6,30,227,8,3,52
1082,Kindest Regards,Witt Lowry,indie pop rap,2014,2023‑04‑30,118,60,66,-11,29,46,295,33,27,52
1083,Flashlight,R3HAB,dutch house,2014,2023‑04‑30,128,95,71,-4,27,27,233,1,5,52
1084,How We Party,R3HAB,dutch house,2014,2023‑04‑30,128,99,65,-2,6,21,212,0,11,52
1085,Jalousie,Angèle,belgian pop,2018,2023‑04‑30,90,44,59,-10,12,34,226,81,4,52
1086,GRoCERIES,Chance the Rapper,chicago rap,2019,2023‑04‑30,144,60,91,-6,11,70,227,6,24,52
1087,Good Good Father,Chris Tomlin,ccm,2015,2023‑04‑30,145,60,44,-4,10,18,297,29,3,52
1088,Galen,Maximus,swedish pop rap,2020,2023‑04‑30,156,37,66,-10,47,51,164,78,28,52
1089,Yellow,Aminé,pop rap,2017,2023‑04‑30,129,53,87,-6,12,22,180,14,11,52
1090,Summer Love,Sole Sole,,2019,2023‑04‑30,116,59,67,-6,20,60,178,10,5,52
1091,"Hey, Goodbye",Quinn XCII,indie pop rap,2021,2023‑04‑30,180,41,79,-7,6,44,184,8,11,52
1092,Do You Remember,Chance the Rapper,chicago rap,2019,2023‑04‑30,160,66,61,-6,10,70,237,14,40,52
1093,Right Where You Should Be (feat. Ashe & Louis Futon),Quinn XCII,indie pop rap,2019,2023‑04‑30,91,44,51,-7,13,51,207,16,4,52
1094,"Piano Concerto No. 2 in C Minor, Op. 18: 1. Moderato",Sergei Rachmaninoff,classical,2012,2023‑04‑30,55,11,14,-20,6,4,617,98,4,52
1095,Sha-La-La (Make Me Happy),Al Green,classic soul,1974,2023‑04‑30,111,40,75,-14,22,85,180,7,3,51
1096,This Old Heart Of Mine (Is Weak For You) - Single Version / Mono,The Isley Brothers,classic soul,2001,2023‑04‑30,65,65,54,-8,15,91,176,35,4,51
1097,LONELY DEZIRES,Turnstile,hardcore punk,2021,2023‑04‑30,100,96,50,-7,9,24,163,0,5,51
1098,WILD WRLD,Turnstile,hardcore punk,2021,2023‑04‑30,150,95,57,-5,14,48,175,0,10,51
1099,HUMANOID / SHAKE IT UP,Turnstile,hardcore punk,2021,2023‑04‑30,99,91,36,-5,59,53,69,0,8,51
1100,Come to Me - Radio Edit,Lily & Madeleine,indy indie,2015,2023‑04‑30,127,70,79,-8,32,45,161,13,5,51
1101,Palmtree - Balduin Remix,Mandelbarth,deep tropical house,2015,2023‑04‑30,120,62,84,-8,13,40,212,2,4,51
1102,Klanga - De Hofnar Remix,Gostan,deep tropical house,2014,2023‑04‑30,124,54,73,-9,10,60,264,3,4,51
1103,Home (feat. Nico Santos),Topic,german dance,2016,2023‑04‑30,126,53,72,-8,11,32,204,3,3,51
1104,Untitled #3 - Samskeyti,Sigur Rós,chamber pop,2002,2023‑04‑30,90,20,11,-14,11,4,393,82,3,51
1105,Trying Your Luck,The Strokes,alternative rock,2001,2023‑04‑30,144,69,50,-9,13,62,203,1,3,51
1106,"Alone, Together",The Strokes,alternative rock,2001,2023‑04‑30,143,86,52,-6,6,96,189,1,3,51
1107,Love Today,MIKA,,2007,2023‑04‑30,124,91,67,-5,11,54,235,4,7,51
1108,Emily,Two Friends,,2017,2023‑04‑30,126,82,66,-4,14,59,206,3,6,51
1109,Sånger från förut,GAMMAL,swedish pop,2019,2023‑04‑30,128,65,68,-7,9,45,232,5,5,51
1110,Congratulations,pewdiepie,antiviral pop,2019,2023‑04‑30,136,80,70,-9,35,70,248,16,15,51
1111,Drama,AJR,pov: indie,2017,2023‑04‑30,156,68,56,-4,12,66,204,22,14,51
1112,Wavin' Flag - Coca-Cola® Celebration Mix,K'NAAN,reggae fusion,2009,2023‑04‑30,152,77,58,-4,6,73,213,33,6,51
1113,This Is The Life,Amy Macdonald,scottish singer-songwriter,2007,2023‑04‑30,95,88,62,-5,7,86,184,27,3,51
1114,You're the One,The Vogues,bubblegum pop,2009,2023‑04‑30,143,63,45,-9,22,93,131,76,4,51
1115,Derp,Bassjackers,dutch house,2014,2023‑04‑30,128,97,65,-4,13,22,279,0,9,51
